Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/27/22,NUM,cardinal number,CD,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,9:27,NUM,cardinal number,CD,B,TIME
0,PM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,More,ADJ,"adjective, comparative",JJR,B,CARDINAL
0,than,ADP,"conjunction, subordinating or preposition",IN,I,CARDINAL
0,one,NUM,cardinal number,CD,I,CARDINAL
0,million,NUM,cardinal number,CD,I,CARDINAL
0,Filipinos,PROPN,"noun, proper plural",NNPS,B,NORP
0,have,AUX,"verb, non-3rd person singular present",VBP,O,
0,quit,VERB,"verb, past participle",VBN,O,
0,tobacco,NOUN,"noun, singular or mass",NN,O,
0,use,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0,Philippines,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,More,ADJ,"adjective, comparative",JJR,B,CARDINAL
0,than,ADP,"conjunction, subordinating or preposition",IN,I,CARDINAL
0,one,NUM,cardinal number,CD,I,CARDINAL
0,million,NUM,cardinal number,CD,I,CARDINAL
0,Filipinos,PROPN,"noun, proper plural",NNPS,B,NORP
0,have,AUX,"verb, non-3rd person singular present",VBP,O,
0,quit,VERB,"verb, past participle",VBN,O,
0,tobacco,NOUN,"noun, singular or mass",NN,O,
0,use,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,20,NUM,cardinal number,CD,O,
0,March,PROPN,"noun, proper singular",NNP,B,DATE
0,2017,NUM,cardinal number,CD,I,DATE
0,  ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,   ,SPACE,whitespace,_SP,O,
0,Manila,PROPN,"noun, proper singular",NNP,B,GPE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,Joint,PROPN,"noun, proper singular",NNP,O,
0,DOH,PROPN,"noun, proper singular",NNP,O,
0,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
0,DOF,PROPN,"noun, proper singular",NNP,O,
0,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,Press,PROPN,"noun, proper singular",NNP,O,
0,Release,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,Panel,PROPN,"noun, proper singular",NNP,O,
0,members,NOUN,"noun, plural",NNS,O,
0,at,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,press,NOUN,"noun, singular or mass",NN,O,
0,conference,NOUN,"noun, singular or mass",NN,O,
0,include,VERB,"verb, non-3rd person singular present",VBP,O,
0,Finance,PROPN,"noun, proper singular",NNP,O,
0,Assistance,PROPN,"noun, proper singular",NNP,O,
0,Secretary,PROPN,"noun, proper singular",NNP,O,
0,Maria,PROPN,"noun, proper singular",NNP,B,PERSON
0,Teresa,PROPN,"noun, proper singular",NNP,I,PERSON
0,Habitan,PROPN,"noun, proper singular",NNP,B,GPE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,Health,PROPN,"noun, proper singular",NNP,B,ORG
0,Secretary,PROPN,"noun, proper singular",NNP,O,
0,Paulyn,PROPN,"noun, proper singular",NNP,B,PERSON
0,Jean,PROPN,"noun, proper singular",NNP,I,PERSON
0,Rosell,PROPN,"noun, proper singular",NNP,I,PERSON
0,-,PUNCT,"punctuation mark, hyphen",HYPH,I,PERSON
0,Ubial,PROPN,"noun, proper singular",NNP,I,PERSON
0,",",PUNCT,"punctuation mark, comma",",",O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,Philippine,PROPN,"noun, proper singular",NNP,B,NORP
0,Representative,PROPN,"noun, proper singular",NNP,O,
0,Weiler,PROPN,"noun, proper singular",NNP,B,PERSON
0,Gundo,PROPN,"noun, proper singular",NNP,I,PERSON
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,Dr,PROPN,"noun, proper singular",NNP,O,
0,Jean,PROPN,"noun, proper singular",NNP,B,PERSON
0,Tesche,PROPN,"noun, proper singular",NNP,I,PERSON
0,",",PUNCT,"punctuation mark, comma",",",O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,B,ORG
0,WHO,PRON,"wh-pronoun, personal",WP,I,ORG
0,Headquarters,PROPN,"noun, proper singular",NNP,I,ORG
0,Tobacco,PROPN,"noun, proper singular",NNP,I,ORG
0,Control,PROPN,"noun, proper singular",NNP,I,ORG
0,Economics,PROPN,"noun, proper singular",NNP,I,ORG
0,Unit,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,/,SYM,symbol,SYM,O,
0,F.Lazaro,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,The,DET,determiner,DT,B,ORG
0,Philippine,PROPN,"noun, proper singular",NNP,I,ORG
0,Department,PROPN,"noun, proper singular",NNP,I,ORG
0,of,ADP,"conjunction, subordinating or preposition",IN,I,ORG
0,Health,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,DOH,PROPN,"noun, proper singular",NNP,B,ORG
0,),PUNCT,right round bracket,-RRB-,O,
0,said,VERB,"verb, past tense",VBD,O,
0,on,ADP,"conjunction, subordinating or preposition",IN,O,
0,Monday,PROPN,"noun, proper singular",NNP,B,DATE
0,/,SYM,symbol,SYM,I,DATE
0,March,PROPN,"noun, proper singular",NNP,I,DATE
0,20,NUM,cardinal number,CD,I,DATE
0,that,SCONJ,"conjunction, subordinating or preposition",IN,O,
0,a,DET,determiner,DT,O,
0,number,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,tobacco,NOUN,"noun, singular or mass",NN,O,
0,control,NOUN,"noun, singular or mass",NN,O,
0,interventions,NOUN,"noun, plural",NNS,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,particularly,ADV,adverb,RB,O,
0,tobacco,NOUN,"noun, singular or mass",NN,O,
0,taxation,NOUN,"noun, singular or mass",NN,O,
0,has,AUX,"verb, 3rd person singular present",VBZ,O,
0,led,VERB,"verb, past participle",VBN,O,
0,to,ADP,"conjunction, subordinating or preposition",IN,O,
