Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,B,CARDINAL
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:51,NUM,cardinal number,CD,B,TIME
0,AM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,Health,PROPN,"noun, proper singular",NNP,O,
0,leaders,NOUN,"noun, plural",NNS,O,
0,endorse,VERB,"verb, non-3rd person singular present",VBP,O,
0,action,NOUN,"noun, singular or mass",NN,O,
0,plan,NOUN,"noun, singular or mass",NN,O,
0,to,PART,"infinitival ""to""",TO,O,
0,end,VERB,"verb, base form",VB,O,
0,TB,PROPN,"noun, proper singular",NNP,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Region,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,©,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,Health,PROPN,"noun, proper singular",NNP,O,
0,leaders,NOUN,"noun, plural",NNS,O,
0,endorse,VERB,"verb, non-3rd person singular present",VBP,O,
0,action,NOUN,"noun, singular or mass",NN,O,
0,plan,NOUN,"noun, singular or mass",NN,O,
0,to,PART,"infinitival ""to""",TO,O,
0,end,VERB,"verb, base form",VB,O,
0,TB,PROPN,"noun, proper singular",NNP,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Region,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,29,NUM,cardinal number,CD,O,
0,October,PROPN,"noun, proper singular",NNP,B,DATE
0,2021,NUM,cardinal number,CD,I,DATE
0, ,SPACE,whitespace,_SP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0,HIMEJI,PROPN,"noun, proper singular",NNP,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,Japan,PROPN,"noun, proper singular",NNP,B,GPE
0,l,PROPN,"noun, proper singular",NNP,O,
0,29,NUM,cardinal number,CD,O,
0,October,PROPN,"noun, proper singular",NNP,O,
0,2021,NUM,cardinal number,CD,O,
0,–,PUNCT,"punctuation mark, colon or ellipsis",:,O,
0,On,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,B,DATE
0,final,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,I,DATE
0,day,NOUN,"noun, singular or mass",NN,I,DATE
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,their,PRON,"pronoun, possessive",PRP$,O,
0,annual,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,B,DATE
0,meeting,NOUN,"noun, singular or mass",NN,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,health,NOUN,"noun, singular or mass",NN,O,
0,leaders,NOUN,"noun, plural",NNS,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,B,ORG
0,World,PROPN,"noun, proper singular",NNP,I,ORG
0,Health,PROPN,"noun, proper singular",NNP,I,ORG
0,Organization,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,),PUNCT,right round bracket,-RRB-,O,
0,Western,PROPN,"noun, proper singular",NNP,B,LOC
