Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/27/22,NUM,cardinal number,CD,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,9:27,NUM,cardinal number,CD,B,TIME
0,PM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,stresses,VERB,"verb, 3rd person singular present",VBZ,O,
0,the,DET,determiner,DT,O,
0,importance,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,neonatal,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,best,ADJ,"adjective, superlative",JJS,O,
0,practices,NOUN,"noun, plural",NNS,O,
0,for,ADP,"conjunction, subordinating or preposition",IN,O,
0,a,DET,determiner,DT,O,
0,healthy,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,start,NOUN,"noun, singular or mass",NN,O,
0,to,ADP,"conjunction, subordinating or preposition",IN,O,
0,life,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,stresses,VERB,"verb, 3rd person singular present",VBZ,O,
0,the,DET,determiner,DT,O,
0,importance,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,neonatal,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,best,ADJ,"adjective, superlative",JJS,O,
0,practices,NOUN,"noun, plural",NNS,O,
0,for,ADP,"conjunction, subordinating or preposition",IN,O,
0,a,DET,determiner,DT,O,
0,healthy,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,start,NOUN,"noun, singular or mass",NN,O,
0,to,ADP,"conjunction, subordinating or preposition",IN,O,
0,life,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,25,NUM,cardinal number,CD,O,
0,October,PROPN,"noun, proper singular",NNP,B,DATE
0,2016,NUM,cardinal number,CD,I,DATE
0,  ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,    ,SPACE,whitespace,_SP,O,
0,Manila,PROPN,"noun, proper singular",NNP,B,GPE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,WHO,PRON,"wh-pronoun, personal",WP,B,ORG
0,/,SYM,symbol,SYM,I,ORG
0,Y.,PROPN,"noun, proper singular",NNP,I,ORG
0,"
",SPACE,whitespace,_SP,I,ORG
0,Shimizu,PROPN,"noun, proper singular",NNP,I,ORG
0, ,SPACE,whitespace,_SP,I,ORG
0,The,DET,determiner,DT,O,
0,neonatal,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,period,NOUN,"noun, singular or mass",NN,O,
0,is,AUX,"verb, 3rd person singular present",VBZ,O,
0,one,NUM,cardinal number,CD,B,CARDINAL
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,most,ADV,"adverb, superlative",RBS,O,
0,crucial,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,phases,NOUN,"noun, plural",NNS,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,survival,NOUN,"noun, singular or mass",NN,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,development,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,a,DET,determiner,DT,O,
0,child,NOUN,"noun, singular or mass",NN,O,
0,.,PUNCT,"punctuation mark, sentence closer",.,O,
1,"
",SPACE,whitespace,_SP,O,
1,At,ADP,"conjunction, subordinating or preposition",IN,O,
1,the,DET,determiner,DT,O,
1,recently,ADV,adverb,RB,O,
1,concluded,VERB,"verb, past participle",VBN,O,
1,session,NOUN,"noun, singular or mass",NN,O,
1,of,ADP,"conjunction, subordinating or preposition",IN,O,
1,the,DET,determiner,DT,B,ORG
1,WHO,PRON,"wh-pronoun, personal",WP,I,ORG
1,Regional,PROPN,"noun, proper singular",NNP,I,ORG
1,Committee,PROPN,"noun, proper singular",NNP,I,ORG
1,for,ADP,"conjunction, subordinating or preposition",IN,O,
1,the,DET,determiner,DT,B,LOC
1,Western,PROPN,"noun, proper singular",NNP,I,LOC
1,Pacific,PROPN,"noun, proper singular",NNP,I,LOC
1,",",PUNCT,"punctuation mark, comma",",",O,
1,Member,PROPN,"noun, proper singular",NNP,O,
1,States,PROPN,"noun, proper singular",NNP,O,
1,widely,ADV,adverb,RB,O,
1,acknowledged,VERB,"verb, past tense",VBD,O,
1,the,DET,determiner,DT,O,
1,importance,NOUN,"noun, singular or mass",NN,O,
1,of,ADP,"conjunction, subordinating or preposition",IN,O,
1,Early,PROPN,"noun, proper singular",NNP,O,
1,Essential,PROPN,"noun, proper singular",NNP,O,
1,Newborn,PROPN,"noun, proper singular",NNP,O,
1,Care,PROPN,"noun, proper singular",NNP,O,
1,(,PUNCT,left round bracket,-LRB-,O,
1,EENC,PROPN,"noun, proper singular",NNP,O,
1,),PUNCT,right round bracket,-RRB-,O,
1,in,ADP,"conjunction, subordinating or preposition",IN,O,
1,reducing,VERB,"verb, gerund or present participle",VBG,O,
1,neonatal,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
1,mortality,NOUN,"noun, singular or mass",NN,O,
1,in,ADP,"conjunction, subordinating or preposition",IN,O,
1,the,DET,determiner,DT,O,
1,Region,PROPN,"noun, proper singular",NNP,O,
1,",",PUNCT,"punctuation mark, comma",",",O,
1,and,CCONJ,"conjunction, coordinating",CC,O,
1,highlighted,VERB,"verb, past tense",VBD,O,
1,significant,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
1,progress,NOUN,"noun, singular or mass",NN,O,
1,made,VERB,"verb, past participle",VBN,O,
1,in,ADP,"conjunction, subordinating or preposition",IN,O,
1,countries,NOUN,"noun, plural",NNS,O,
1,towards,ADP,"conjunction, subordinating or preposition",IN,O,
1,scaling,NOUN,"noun, singular or mass",NN,O,
1,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
1,up,ADP,"adverb, particle",RP,O,
1,EENC,PROPN,"noun, proper singular",NNP,B,ORG
1,.,PUNCT,"punctuation mark, sentence closer",.,O,
