Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,B,CARDINAL
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:53,NUM,cardinal number,CD,B,TIME
0,AM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,PH,PROPN,"noun, proper singular",NNP,O,
0,receives,VERB,"verb, 3rd person singular present",VBZ,O,
0,first,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,B,ORDINAL
0,tranche,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,additional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,10,NUM,cardinal number,CD,O,
0,M,PROPN,"noun, proper singular",NNP,O,
0,Pfizer,PROPN,"noun, proper singular",NNP,O,
0,doses,VERB,"verb, 3rd person singular present",VBZ,O,
0,from,ADP,"conjunction, subordinating or preposition",IN,O,
0,COVAX,PROPN,"noun, proper singular",NNP,B,ORG
0,Facility,PROPN,"noun, proper singular",NNP,I,ORG
0, ,SPACE,whitespace,_SP,I,ORG
0,Western,PROPN,"noun, proper singular",NNP,I,ORG
0,Pacific,PROPN,"noun, proper singular",NNP,I,ORG
0,Philippines,PROPN,"noun, proper singular",NNP,I,ORG
0, ,SPACE,whitespace,_SP,O,
0,PH,PROPN,"noun, proper singular",NNP,O,
0,receives,VERB,"verb, 3rd person singular present",VBZ,O,
0,first,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,B,ORDINAL
0,tranche,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,additional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,10,NUM,cardinal number,CD,O,
0,M,PROPN,"noun, proper singular",NNP,O,
0,Pfizer,PROPN,"noun, proper singular",NNP,O,
0,doses,VERB,"verb, 3rd person singular present",VBZ,O,
0,from,ADP,"conjunction, subordinating or preposition",IN,O,
0,COVAX,PROPN,"noun, proper singular",NNP,B,ORG
0,Facility,PROPN,"noun, proper singular",NNP,I,ORG
0, ,SPACE,whitespace,_SP,I,ORG
0,20,NUM,cardinal number,CD,O,
0,September,PROPN,"noun, proper singular",NNP,O,
0,2021,NUM,cardinal number,CD,O,
0,  ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Joint,PROPN,"noun, proper singular",NNP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,Release,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,   ,SPACE,whitespace,_SP,O,
0,Manila,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,As,SCONJ,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0,on,ADP,"conjunction, subordinating or preposition",IN,O,
0,Sunday,PROPN,"noun, proper singular",NNP,B,DATE
0,received,VERB,"verb, past tense",VBD,O,
0,additional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,COVID-19,NOUN,"noun, singular or mass",NN,O,
0,vaccines,NOUN,"noun, plural",NNS,O,
0, ,SPACE,whitespace,_SP,O,
0,donated,VERB,"verb, past participle",VBN,O,
0,by,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,B,ORG
0,COVAX,PROPN,"noun, proper singular",NNP,I,ORG
0,Facility,PROPN,"noun, proper singular",NNP,I,ORG
