Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:52,NUM,cardinal number,CD,B,TIME
0,AM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,launches,VERB,"verb, 3rd person singular present",VBZ,O,
0,Third,PROPN,"noun, proper singular",NNP,O,
0,Progress,PROPN,"noun, proper singular",NNP,O,
0,Report,PROPN,"noun, proper singular",NNP,O,
0,on,ADP,"conjunction, subordinating or preposition",IN,O,
0,Global,PROPN,"noun, proper singular",NNP,B,ORG
0,Trans,PROPN,"noun, proper singular",NNP,I,ORG
0,Fat,PROPN,"noun, proper singular",NNP,I,ORG
0,Elimination,PROPN,"noun, proper singular",NNP,I,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,features,VERB,"verb, 3rd person singular present",VBZ,O,
0,milestones,NOUN,"noun, plural",NNS,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0,Philippines,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,launches,VERB,"verb, 3rd person singular present",VBZ,O,
0,Third,PROPN,"noun, proper singular",NNP,O,
0,Progress,PROPN,"noun, proper singular",NNP,O,
0,Report,PROPN,"noun, proper singular",NNP,O,
0,on,ADP,"conjunction, subordinating or preposition",IN,O,
0,Global,PROPN,"noun, proper singular",NNP,B,ORG
0,Trans,PROPN,"noun, proper singular",NNP,I,ORG
0,Fat,PROPN,"noun, proper singular",NNP,I,ORG
0,Elimination,PROPN,"noun, proper singular",NNP,I,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,features,VERB,"verb, 3rd person singular present",VBZ,O,
0,milestones,NOUN,"noun, plural",NNS,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,10,NUM,cardinal number,CD,O,
0,December,PROPN,"noun, proper singular",NNP,B,DATE
0,2021,NUM,cardinal number,CD,I,DATE
0,  ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,    ,SPACE,whitespace,_SP,O,
0,Manila,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,The,DET,determiner,DT,B,ORG
0,World,PROPN,"noun, proper singular",NNP,I,ORG
0,Health,PROPN,"noun, proper singular",NNP,I,ORG
0,Organization,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,),PUNCT,right round bracket,-RRB-,O,
0,launched,VERB,"verb, past tense",VBD,O,
0,the,DET,determiner,DT,B,EVENT
0,Third,PROPN,"noun, proper singular",NNP,I,EVENT
0,Progress,PROPN,"noun, proper singular",NNP,I,EVENT
0,Report,PROPN,"noun, proper singular",NNP,I,EVENT
0,on,ADP,"conjunction, subordinating or preposition",IN,I,EVENT
0,Global,PROPN,"noun, proper singular",NNP,I,EVENT
0,Trans,PROPN,"noun, proper singular",NNP,I,EVENT
0,Fat,PROPN,"noun, proper singular",NNP,I,EVENT
0,Elimination,PROPN,"noun, proper singular",NNP,I,EVENT
0,on,ADP,"conjunction, subordinating or preposition",IN,O,
0,7,NUM,cardinal number,CD,B,DATE
