Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:52,NUM,cardinal number,CD,B,TIME
0,AM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,EU,PROPN,"noun, proper singular",NNP,B,ORG
0,join,VERB,"verb, non-3rd person singular present",VBP,O,
0,together,ADV,adverb,RB,O,
0,to,PART,"infinitival ""to""",TO,O,
0,support,VERB,"verb, base form",VB,O,
0,COVID-19,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,response,NOUN,"noun, singular or mass",NN,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,systems,NOUN,"noun, plural",NNS,O,
0,strengthening,VERB,"verb, gerund or present participle",VBG,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,Asia,PROPN,"noun, proper singular",NNP,B,LOC
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,EU,PROPN,"noun, proper singular",NNP,B,ORG
0,join,VERB,"verb, non-3rd person singular present",VBP,O,
0,together,ADV,adverb,RB,O,
0,to,PART,"infinitival ""to""",TO,O,
0,support,VERB,"verb, base form",VB,O,
0,COVID-19,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,response,NOUN,"noun, singular or mass",NN,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,systems,NOUN,"noun, plural",NNS,O,
0,strengthening,VERB,"verb, gerund or present participle",VBG,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,Asia,PROPN,"noun, proper singular",NNP,B,LOC
0, ,SPACE,whitespace,_SP,O,
0,18,NUM,cardinal number,CD,O,
0,December,PROPN,"noun, proper singular",NNP,B,DATE
0,2020,NUM,cardinal number,CD,I,DATE
0, ,SPACE,whitespace,_SP,O,
0,News,NOUN,"noun, singular or mass",NN,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,This,DET,determiner,DT,B,DATE
0,week,NOUN,"noun, singular or mass",NN,I,DATE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,the,DET,determiner,DT,B,ORG
0,World,PROPN,"noun, proper singular",NNP,I,ORG
0,Health,PROPN,"noun, proper singular",NNP,I,ORG
0,Organization,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,),PUNCT,right round bracket,-RRB-,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,the,DET,determiner,DT,B,ORG
0,European,PROPN,"noun, proper singular",NNP,I,ORG
0,Union,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,EU,PROPN,"noun, proper singular",NNP,B,ORG
0,),PUNCT,right round bracket,-RRB-,O,
0,agreed,VERB,"verb, past tense",VBD,O,
0,to,PART,"infinitival ""to""",TO,O,
0,join,VERB,"verb, base form",VB,O,
0,forces,NOUN,"noun, plural",NNS,O,
0,to,PART,"infinitival ""to""",TO,O,
0,support,VERB,"verb, base form",VB,O,
0,eight,NUM,cardinal number,CD,B,CARDINAL
0,South,PROPN,"noun, proper singular",NNP,B,LOC
0,East,PROPN,"noun, proper singular",NNP,I,LOC
0,Asian,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,B,NORP
0,countries,NOUN,"noun, plural",NNS,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,their,PRON,"pronoun, possessive",PRP$,O,
