Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,B,CARDINAL
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:53,NUM,cardinal number,CD,B,TIME
0,AM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,hosts,VERB,"verb, 3rd person singular present",VBZ,O,
0,dialogue,NOUN,"noun, singular or mass",NN,O,
0,on,ADP,"conjunction, subordinating or preposition",IN,O,
0,climate,NOUN,"noun, singular or mass",NN,O,
0,change,NOUN,"noun, singular or mass",NN,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,health,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,hosts,VERB,"verb, 3rd person singular present",VBZ,O,
0,dialogue,NOUN,"noun, singular or mass",NN,O,
0,on,ADP,"conjunction, subordinating or preposition",IN,O,
0,climate,NOUN,"noun, singular or mass",NN,O,
0,change,NOUN,"noun, singular or mass",NN,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,health,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,12,NUM,cardinal number,CD,O,
0,December,PROPN,"noun, proper singular",NNP,O,
0,2019,NUM,cardinal number,CD,O,
0,  ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,    ,SPACE,whitespace,_SP,O,
0,Seoul,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,The,DET,determiner,DT,B,ORG
0,World,PROPN,"noun, proper singular",NNP,I,ORG
0,Health,PROPN,"noun, proper singular",NNP,I,ORG
0,Organization,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,),PUNCT,right round bracket,-RRB-,O,
0,Asia,PROPN,"noun, proper singular",NNP,O,
0,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0,Centre,PROPN,"noun, proper singular",NNP,O,
0,for,ADP,"conjunction, subordinating or preposition",IN,O,
0,Environment,PROPN,"noun, proper singular",NNP,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,Health,PROPN,"noun, proper singular",NNP,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,B,LOC
0,Western,PROPN,"noun, proper singular",NNP,I,LOC
0,Pacific,PROPN,"noun, proper singular",NNP,I,LOC
0,Region,PROPN,"noun, proper singular",NNP,I,LOC
0,hosted,VERB,"verb, past tense",VBD,O,
0,a,DET,determiner,DT,O,
0,dialogue,NOUN,"noun, singular or mass",NN,O,
0,with,ADP,"conjunction, subordinating or preposition",IN,O,
0,residents,NOUN,"noun, plural",NNS,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,Seoul,PROPN,"noun, proper singular",NNP,B,GPE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,including,VERB,"verb, gerund or present participle",VBG,O,
0,students,NOUN,"noun, plural",NNS,O,
