Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:52,NUM,cardinal number,CD,B,TIME
0,AM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,Hong,PROPN,"noun, proper singular",NNP,O,
0,Kong,PROPN,"noun, proper singular",NNP,O,
0,SAR,PROPN,"noun, proper singular",NNP,O,
0,(,PUNCT,left round bracket,-LRB-,O,
0,China,PROPN,"noun, proper singular",NNP,B,GPE
0,),PUNCT,right round bracket,-RRB-,O,
0,eliminates,VERB,"verb, 3rd person singular present",VBZ,O,
0,rubella,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,©,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,Hong,PROPN,"noun, proper singular",NNP,O,
0,Kong,PROPN,"noun, proper singular",NNP,O,
0,SAR,PROPN,"noun, proper singular",NNP,O,
0,(,PUNCT,left round bracket,-LRB-,O,
0,China,PROPN,"noun, proper singular",NNP,B,GPE
0,),PUNCT,right round bracket,-RRB-,O,
0,eliminates,VERB,"verb, 3rd person singular present",VBZ,O,
0,rubella,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,21,NUM,cardinal number,CD,O,
0,May,PROPN,"noun, proper singular",NNP,B,DATE
0,2021,NUM,cardinal number,CD,I,DATE
0, ,SPACE,whitespace,_SP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,    ,SPACE,whitespace,_SP,O,
0,21,NUM,cardinal number,CD,O,
0,May,PROPN,"noun, proper singular",NNP,B,DATE
0,2021,NUM,cardinal number,CD,I,DATE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,MANILA,PROPN,"noun, proper singular",NNP,B,GPE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0,–,PUNCT,"punctuation mark, colon or ellipsis",:,O,
0,Hong,PROPN,"noun, proper singular",NNP,B,GPE
0,Kong,PROPN,"noun, proper singular",NNP,I,GPE
0,SAR,PROPN,"noun, proper singular",NNP,O,
0,(,PUNCT,left round bracket,-LRB-,O,
0,China,PROPN,"noun, proper singular",NNP,B,GPE
0,),PUNCT,right round bracket,-RRB-,O,
0,has,AUX,"verb, 3rd person singular present",VBZ,O,
0,achieved,VERB,"verb, past participle",VBN,O,
0,rubella,NOUN,"noun, singular or mass",NN,O,
0,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
0,free,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,status,NOUN,"noun, singular or mass",NN,O,
0,according,VERB,"verb, gerund or present participle",VBG,O,
0,to,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,B,ORG
0,World,PROPN,"noun, proper singular",NNP,I,ORG
0,Health,PROPN,"noun, proper singular",NNP,I,ORG
0,Organization,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,),PUNCT,right round bracket,-RRB-,O,
0,Regional,PROPN,"noun, proper singular",NNP,B,ORG
0,Verification,PROPN,"noun, proper singular",NNP,I,ORG
0,Commission,PROPN,"noun, proper singular",NNP,I,ORG
0,for,ADP,"conjunction, subordinating or preposition",IN,O,
0,Measles,PROPN,"noun, proper singular",NNP,B,ORG
0,and,CCONJ,"conjunction, coordinating",CC,I,ORG
0,Rubella,PROPN,"noun, proper singular",NNP,I,ORG
0,Elimination,PROPN,"noun, proper singular",NNP,I,ORG
0,for,ADP,"conjunction, subordinating or preposition",IN,O,
