Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:52,NUM,cardinal number,CD,B,TIME
0,AM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,I,TIME
0,UN,PROPN,"noun, proper singular",NNP,B,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,UNICEF,PROPN,"noun, proper singular",NNP,B,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,UNESCO,PROPN,"noun, proper singular",NNP,B,ORG
0,welcome,VERB,"verb, non-3rd person singular present",VBP,O,
0,the,DET,determiner,DT,O,
0,start,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,limited,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
0,person,NOUN,"noun, singular or mass",NN,O,
0,schooling,NOUN,"noun, singular or mass",NN,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0,Philippines,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,©,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,UN,PROPN,"noun, proper singular",NNP,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,UNICEF,PROPN,"noun, proper singular",NNP,B,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,UNESCO,PROPN,"noun, proper singular",NNP,B,ORG
0,welcome,VERB,"verb, non-3rd person singular present",VBP,O,
0,the,DET,determiner,DT,O,
0,start,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,limited,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
0,person,NOUN,"noun, singular or mass",NN,O,
0,schooling,NOUN,"noun, singular or mass",NN,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,15,NUM,cardinal number,CD,O,
0,November,PROPN,"noun, proper singular",NNP,B,DATE
0,2021,NUM,cardinal number,CD,I,DATE
0,  ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,    ,SPACE,whitespace,_SP,O,
0,Manila,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,The,DET,determiner,DT,O,
0,UN,PROPN,"noun, proper singular",NNP,B,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,UNICEF,PROPN,"noun, proper singular",NNP,B,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,UNESCO,PROPN,"noun, proper singular",NNP,B,ORG
0,support,VERB,"verb, non-3rd person singular present",VBP,O,
0,the,DET,determiner,DT,B,ORG
0,Philippine,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,I,ORG
