Word,Label
9:28 PM,TIME
Philippines,GPE
4.8,CARDINAL
Philippines,GPE
4.8%,PERCENT
The Department of Health,ORG
DOH,ORG
World Health Organization,ORG
United Nations Development Programme,ORG
the United Nations Interagency Task Force (UNIATF,ORG
the Prevention and Control of Noncommunicable Diseases,ORG
"over 350,000",CARDINAL
the next 15 years,DATE
68%,PERCENT
Philippines,GPE
756.5 billion,MONEY
4.8%,PERCENT
1/4,CARDINAL
3/27/22,PRODUCT
9:28 PM,TIME
Philippines,GPE
4.8,CARDINAL
9,CARDINAL
Health,ORG
Francisco T. Duque III,PERSON
Sin Taxes,ORG
NCD,ORG
Philippines,GPE
Philippines,GPE
Rabindra Abeyasinghe,PERSON
Francisco Duque,PERSON
Estrellita Suansing,PERSON
Tony  Lambino,PERSON
2/4,CARDINAL
3/27/22,PRODUCT
9:28 PM,TIME
Philippines,GPE
4.8,CARDINAL
Philippines,GPE
40%,PERCENT
12%,PERCENT
13,CARDINAL
48%,PERCENT
17%,PERCENT
six,CARDINAL
one,CARDINAL
the month,DATE
2015,DATE
43%,PERCENT
daily,DATE
WHO,ORG
NCD,ORG
DOH,ORG
UNDP,ORG
Best Buys,WORK_OF_ART
PHP,ORG
377.7 billion,CARDINAL
the next 15 years,DATE
28.9 billion,CARDINAL
"350,000",CARDINAL
the next 15 years,DATE
PHP,ORG
5 billion,CARDINAL
the next 15 years,DATE
163.1 billion,MONEY
"164,251",CARDINAL
15-year,DATE
"58,397",CARDINAL
"71,130",CARDINAL
"57,872",CARDINAL
3/4,CARDINAL
3/27/22,PRODUCT
9:28 PM,TIME
Philippines,GPE
4.8,CARDINAL
PHP,ORG
530.7 billion,CARDINAL
the next 15 years,DATE
0.1,CARDINAL
Philippine,NORP
"43,327",CARDINAL
the next 15 years,DATE
Agenda for Sustainable Development,ORG
1/3,CARDINAL
2030,DATE
The Government of the Philippines,WORK_OF_ART
DOH,ORG
NCD,ORG
2017-2025,DATE
2017-2022,DATE
the universal health care,ORG
UHC,ORG
NCD,ORG
Philippines,GPE
the Russian Federation,GPE
4/4,CARDINAL
