Word,Label
9:27 PM,TIME
May 2017,DATE
Manila,GPE
Philippines,GPE
The World Health Organization,ORG
2017,DATE
World No Tobacco Day Award,EVENT
Department of Health,ORG
DOH,ORG
Paulyn Jean B. Rosell-Ubial,PERSON
Philippines,GPE
Ubial,PERSON
one,CARDINAL
six,CARDINAL
the Western Pacific Region,LOC
this year,DATE
World No Tobacco Day,ORG
Tobacco: a Threat to Development,WORK_OF_ART
Every year,DATE
World No Tobacco Day,ORG
Philippines,GPE
Gundo Weiler,PERSON
Ubial,PERSON
1/2,CARDINAL
3/27/22,PRODUCT
9:27 PM,TIME
Ubial,PERSON
2010,DATE
the Red Orchids Awards,ORG
DOH,ORG
100%,PERCENT
Rodrigo Duterte,PERSON
Health,ORG
16 May 2017,DATE
26,CARDINAL
Philippines,GPE
the WHO Framework Convention on Tobacco Control,ORG
Weiler,PERSON
the Republic Act 9211,LAW
second,ORDINAL
Philippines,GPE
one-fifth,CARDINAL
Filipino,LANGUAGE
29.7 percent,PERCENT
2009,DATE
23.8 percent,PERCENT
2015,DATE
Today,DATE
1 million,CARDINAL
Philippines,GPE
10,CARDINAL
Filipinos,NORP
every hour,TIME
Philippines,GPE
Weiler,ORG
The Sustainable Development Goals,ORG
17,CARDINAL
169,CARDINAL
2030,DATE
the Framework Convention on Tobacco Control,ORG
Philippines,GPE
193,CARDINAL
UN,ORG
2015,DATE
year,DATE
2/2,CARDINAL
