Word,Label
12:52 AM,TIME
Lancet COVID-19 Commission,ORG
the Western Pacific Region,LOC
Lancet COVID-19 Commission,ORG
the Western Pacific Region,LOC
December 2020,DATE
Jeffrey D. Sachs,PERSON
Takeshi Kasai,PERSON
Asia,LOC
Pacific,LOC
2019,DATE
today,DATE
the Lancet COVID-19 Commission,ORG
the World Health Organization,ORG
Australia,GPE
Cambodia,GPE
China,GPE
Cook Islands,GPE
Fiji,GPE
Japan,GPE
Mongolia,GPE
New Zealand,GPE
the Republic of Korea,GPE
Singapore,GPE
Viet Nam,GPE
Almost a year,DATE
37,CARDINAL
more than a quarter,DATE
less than 1.4%,PERCENT
Region,ORG
1/3,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
Lancet COVID-19 Commission,ORG
the Western Pacific Region,LOC
solidarity,ORG
the Western Pacific Region,LOC
this year,DATE
Dr Kasai,PERSON
the Western Pacific,ORG
The Western Pacific Region,WORK_OF_ART
Prof Sachs,ORG
the Center for Sustainable Development,ORG
Columbia University,ORG
the Lancet COVID-19 Commission,ORG
State,ORG
"https://youtu.be/Qt_hQBu0M5I.
Remarks",ORG
Takeshi Kasai,PERSON
https://www.who.int/westernpacific/news/speeches/detail/from-,DATE
the Western Pacific,LOC
1.9 billion,CARDINAL
37,CARDINAL
2/3,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
Lancet COVID-19 Commission,ORG
the Western Pacific Region,LOC
Lancet COVID-19 Commission,ORG
Australia,GPE
Brunei Darussalam,GPE
Cambodia,GPE
China,GPE
Cook Islands,GPE
Fiji,GPE
France,GPE
French,NORP
Polynesia,PERSON
New Caledonia,GPE
Wallis and Futuna,PERSON
Hong Kong,GPE
China,GPE
Japan,GPE
Kiribati,GPE
Macao,GPE
China,GPE
Malaysia,GPE
the Marshall Islands,GPE
Micronesia,PERSON
Federated States,GPE
Mongolia,GPE
Nauru,GPE
New Zealand,GPE
Niue,GPE
Palau,GPE
Papua New Guinea,GPE
Philippines,GPE
the Republic of Korea,GPE
Samoa,GPE
Singapore,GPE
Solomon Islands,GPE
Tokelau,GPE
Tonga,GPE
Tuvalu,ORG
the United Kingdom of Great Britain,GPE
Northern Ireland,GPE
Pitcairn Islands,GPE
the United States of America,GPE
American Samoa,ORG
Guam,GPE
Vanuatu,ORG
Viet Nam,GPE
3/3,CARDINAL
