Word,Label
3/18/22,CARDINAL
12:53 AM,TIME
first,ORDINAL
COVAX Facility  Western Pacific Philippines,ORG
first,ORDINAL
COVAX Facility  ,ORG
Manila,GPE
Philippines,GPE
Sunday,DATE
the COVAX Facility,ORG
the Department of Health,ORG
DOH,ORG
World Health Organization,ORG
UNICEF,ORG
2 million,CARDINAL
Pfizer,ORG
10 million,CARDINAL
the US Government,ORG
the COVAX Facility,ORG
64.3 million,CARDINAL
15.5 million,CARDINAL
the COVAX Facility,ORG
COVID-19,ORG
the COVAX Facility,ORG
Health,ORG
Francisco T. Duque III,PERSON
Philippines,GPE
"41,247,552",CARDINAL
September 18,DATE
"at least 4,261,633",CARDINAL
over 8 million,CARDINAL
the COVAX Facility,ORG
Philippines,GPE
A2 priority group,ORG
1/3,CARDINAL
3/18/22,CARDINAL
12:53 AM,TIME
first,ORDINAL
World Health Organization Representative,ORG
Philippines,GPE
Rabindra Abeyasinghe,PERSON
Gavi,PERSON
the Coalition for Epidemic Preparedness Innovations,ORG
the World Health Organization,ORG
DOH,ORG
UNICEF,ORG
Access,PRODUCT
COVID-19 Tools,PERSON
the Coalition for Epidemic Preparedness Innovations (CEPI,ORG
Gavi,PERSON
the Vaccine Alliance,ORG
the World Health Organization,ORG
the World Bank,ORG
DOH,ORG
Lindsay Orsolino,PERSON
lmorsolino@doh.gov.ph,GPE
Philippines,GPE
Philippines,GPE
Communication Officer,ORG
Philippines,GPE
junior@who.int,GPE
2064,DATE
UNICEF Philippines,GPE
nmwieland@unicef.org,ORG
917 867 8366,MONEY
2/3,CARDINAL
3/18/22,PRODUCT
12:53 AM,TIME
first,ORDINAL
COVAX Facility  Marge Francia,ORG
Communication Officer,ORG
UNICEF Philippines,ORG
mfrancia@unicef.org,GPE
