Word,Label
12:52 AM,TIME
Western Pacific Philippines,ORG
Department of Health,ORG
UNICEF,ORG
Rotary International Joint Press Release,ORG
October 2021,DATE
World Polio Day,EVENT
the Department of Health,ORG
the World Health Organization UNICEF,ORG
Rotary International,ORG
June 2021,DATE
Philippines,GPE
18 months,DATE
11 million,CARDINAL
19,CARDINAL
five,CARDINAL
Philippines,GPE
under one year old,DATE
three,CARDINAL
one,CARDINAL
2020,DATE
nearly half a million,CARDINAL
Filipino,NORP
1/3,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
13 October 2021,DATE
DOH,ORG
the National Capital Region,ORG
under two years old,DATE
This month,DATE
DOH,ORG
the ‘Catch-up Routine Immunization’,LAW
National Immunization Program,ORG
Health,ORG
Francisco T. Duque III,PERSON
Philippines,GPE
World Health Organization Representative,ORG
Philippines,GPE
Rabindra Abeyasinghe,PERSON
Ms Oyunsaikhan Dendevnorov,PERSON
Ms Mary Anne Alcordo Solomon,PERSON
10A,DATE
Philippines,GPE
2/3,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
UNICEF,ORG
Rotary International,ORG
the Global Polio Eradication Initiative,ORG
GPEI,ORG
the US Centers for Disease Control and Prevention,ORG
CDC,ORG
the Bill & Melinda Gates Foundation,ORG
DOH,ORG
Acute Flaccid Paralysis,ORG
only two,CARDINAL
Afghanistan,GPE
Pakistan,GPE
second,ORDINAL
3/3,CARDINAL
