Word,Label
12:52 AM,TIME
October 2020,DATE
the World Health Organization,ORG
Western Pacific Region,LOC
the final day,DATE
the WHO Regional Committee,ORG
the Western Pacific,LOC
this week,DATE
today,DATE
the Regional Strategic Framework,LAW
Vaccine,PERSON
Diseases and Immunization,ORG
the Western Pacific,LOC
2021–2030,CARDINAL
2000,DATE
nine,CARDINAL
five,CARDINAL
2019,DATE
1/4,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
the past two years,DATE
Framework,ORG
today,DATE
18,CARDINAL
2030,DATE
the Action Framework for Safe and Affordable Surgery,ORG
the Western Pacific Region,LOC
2021–2030,CARDINAL
millions,CARDINAL
every year,DATE
Framework,ORG
today,DATE
2/4,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
the Regional Actional Plan,ORG
Healthy Ageing,PERSON
the Western Pacific,LOC
More than 240 million,QUANTITY
65 years,DATE
the Western Pacific Region,LOC
2050,DATE
The Regional Action Plan,WORK_OF_ART
today,DATE
the WHO Regional Committee,ORG
today,DATE
the Regional Committee,ORG
this week,DATE
@WHOWPRO,ORG
Facebook,ORG
Twitter,PERSON
YouTube,ORG
3/4,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
194,CARDINAL
six,CARDINAL
WHO,ORG
the United Nations,ORG
annually,DATE
This year,DATE
first,ORDINAL
37,CARDINAL
Australia,GPE
Brunei Darussalam,GPE
Cambodia,GPE
China,GPE
Cook Islands,GPE
Fiji,GPE
France,GPE
French,NORP
Polynesia,PERSON
New Caledonia,GPE
Wallis and Futuna,PERSON
Hong Kong,GPE
China,GPE
Japan,GPE
Kiribati,GPE
Macao,GPE
China,GPE
Malaysia,GPE
the Marshall Islands,GPE
Micronesia,PERSON
Federated States,GPE
Mongolia,GPE
Nauru,GPE
New Zealand,GPE
Niue,GPE
Palau,GPE
Papua New Guinea,GPE
Philippines,GPE
the Republic of Korea,GPE
Samoa,GPE
Singapore,GPE
Solomon Islands,GPE
Tokelau,GPE
Tonga,GPE
Tuvalu,ORG
the United Kingdom of Great Britain,GPE
Northern Ireland,GPE
Pitcairn Islands,GPE
the United States of America,GPE
American Samoa,ORG
Guam,GPE
Vanuatu,ORG
Viet Nam,GPE
Healthy,PERSON
Report of the Regional,WORK_OF_ART
the Western Pacific,ORG
1 July 2019–30,DATE
June 2020,DATE
WHO,ORG
the Western Pacific,LOC
the Western Pacific Region,LOC
4/4,CARDINAL
