Word,Label
9:27 PM,TIME
October 2016,DATE
Manila,GPE
Philippines,GPE
"WHO/Y.
Shimizu  ",ORG
one,CARDINAL
the WHO Regional Committee,ORG
the Western Pacific,LOC
EENC,ORG
1/3,CARDINAL
3/27/22,PRODUCT
9:27 PM,TIME
first,ORDINAL
one,CARDINAL
every two minutes,TIME
the Western Pacific Region,LOC
the first few days,DATE
Healthy Newborn,PERSON
the Western Pacific Region,LOC
2014–2020,DATE
EENC,PERSON
the first few days,DATE
lifetime,DATE
Kangaroo Mother Care,ORG
KMC,ORG
the two years,DATE
EENC,PERSON
12,CARDINAL
nearly 28 000,CARDINAL
millions,CARDINAL
Member States,GPE
Shin Young-Soo,PERSON
the Western Pacific,ORG
EENC,ORG
as much as 72%,PERCENT
2258,DATE
Close to 50%,PERCENT
first,ORDINAL
hundreds,CARDINAL
the Western Pacific,LOC
EENC,PERSON
2/3,CARDINAL
3/27/22,PRODUCT
9:27 PM,TIME
EENC,ORG
Kangaroo Mother Care,ORG
2258,CARDINAL
an estimated 28 000,CARDINAL
Dr Shin,PERSON
the Western Pacific Region,LOC
3/3,CARDINAL
