Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,B,CARDINAL
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:51,NUM,cardinal number,CD,B,TIME
0,AM,PROPN,"noun, proper singular",NNP,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,EU,PROPN,"noun, proper singular",NNP,B,ORG
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,WHO,PRON,"wh-pronoun, personal",WP,B,ORG
0,provide,VERB,"verb, non-3rd person singular present",VBP,O,
0,lifesaving,VERB,"verb, gerund or present participle",VBG,O,
0,medical,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
0,grade,NOUN,"noun, singular or mass",NN,O,
0,oxygen,NOUN,"noun, singular or mass",NN,O,
0,for,ADP,"conjunction, subordinating or preposition",IN,O,
0,preparedness,NOUN,"noun, singular or mass",NN,O,
0,against,ADP,"conjunction, subordinating or preposition",IN,O,
0,new,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,COVID-19,PROPN,"noun, proper singular",NNP,O,
0,variants,NOUN,"noun, plural",NNS,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0,Philippines,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,©,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,EU,PROPN,"noun, proper singular",NNP,B,ORG
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,WHO,PRON,"wh-pronoun, personal",WP,B,ORG
0,provide,VERB,"verb, non-3rd person singular present",VBP,O,
0,lifesaving,VERB,"verb, gerund or present participle",VBG,O,
0,medical,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
0,grade,NOUN,"noun, singular or mass",NN,O,
0,oxygen,NOUN,"noun, singular or mass",NN,O,
0,for,ADP,"conjunction, subordinating or preposition",IN,O,
0,preparedness,NOUN,"noun, singular or mass",NN,O,
0,against,ADP,"conjunction, subordinating or preposition",IN,O,
0,new,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,COVID-19,PROPN,"noun, proper singular",NNP,O,
0,variants,NOUN,"noun, plural",NNS,O,
0, ,SPACE,whitespace,_SP,O,
0,10,NUM,cardinal number,CD,O,
0,December,PROPN,"noun, proper singular",NNP,B,DATE
0,2021,NUM,cardinal number,CD,I,DATE
0,  ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,    ,SPACE,whitespace,_SP,O,
0,Manila,PROPN,"noun, proper singular",NNP,B,ORG
0, ,SPACE,whitespace,_SP,I,ORG
0,Representatives,PROPN,"noun, proper plural",NNPS,I,ORG
0,from,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,B,ORG
0,European,PROPN,"noun, proper singular",NNP,I,ORG
0,Union,PROPN,"noun, proper singular",NNP,I,ORG
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,the,DET,determiner,DT,B,ORG
0,World,PROPN,"noun, proper singular",NNP,I,ORG
0,Health,PROPN,"noun, proper singular",NNP,I,ORG
0,Organization,PROPN,"noun, proper singular",NNP,I,ORG
