Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,B,CARDINAL
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:53,NUM,cardinal number,CD,B,TIME
0,AM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,I,TIME
0,Minimizing,VERB,"verb, gerund or present participle",VBG,O,
0,the,DET,determiner,DT,O,
0,impact,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Delta,PROPN,"noun, proper singular",NNP,B,LOC
0,variant,NOUN,"noun, singular or mass",NN,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0,Philippines,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,Minimizing,VERB,"verb, gerund or present participle",VBG,O,
0,the,DET,determiner,DT,O,
0,impact,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Delta,PROPN,"noun, proper singular",NNP,B,LOC
0,variant,NOUN,"noun, singular or mass",NN,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,31,NUM,cardinal number,CD,O,
0,August,PROPN,"noun, proper singular",NNP,B,DATE
0,2021,NUM,cardinal number,CD,I,DATE
0,  ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,    ,SPACE,whitespace,_SP,O,
0,Manila,PROPN,"noun, proper singular",NNP,B,GPE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,The,DET,determiner,DT,O,
0,Delta,PROPN,"noun, proper singular",NNP,O,
0,variant,NOUN,"noun, singular or mass",NN,O,
0,is,AUX,"verb, 3rd person singular present",VBZ,O,
0,the,DET,determiner,DT,O,
0,most,ADV,"adverb, superlative",RBS,O,
0,closely,ADV,adverb,RB,O,
0,watched,VERB,"verb, past participle",VBN,O,
0,coronavirus,NOUN,"noun, singular or mass",NN,O,
0,mutation,NOUN,"noun, singular or mass",NN,O,
0,yet,ADV,adverb,RB,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,with,ADP,"conjunction, subordinating or preposition",IN,O,
0,good,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,reason,NOUN,"noun, singular or mass",NN,O,
0,:,PUNCT,"punctuation mark, colon or ellipsis",:,O,
0,it,PRON,"pronoun, personal",PRP,O,
0,’s,VERB,"verb, 3rd person singular present",VBZ,O,
0,twice,ADV,adverb,RB,O,
0,as,ADV,adverb,RB,O,
0,transmissible,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,as,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,original,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
