Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/27/22,NUM,cardinal number,CD,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,9:28,NUM,cardinal number,CD,B,TIME
0,PM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,#,SYM,"symbol, currency",$,O,
0,VaccinesWork,PROPN,"noun, proper singular",NNP,O,
0,:,PUNCT,"punctuation mark, colon or ellipsis",:,O,
0,"488,000",NUM,cardinal number,CD,B,CARDINAL
0,vulnerable,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,children,NOUN,"noun, plural",NNS,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,Basilan,PROPN,"noun, proper singular",NNP,B,PERSON
0,",",PUNCT,"punctuation mark, comma",",",O,
0,Sulu,PROPN,"noun, proper singular",NNP,B,PERSON
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,Tawi,PROPN,"noun, proper singular",NNP,O,
0,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
0,tawi,NOUN,"noun, singular or mass",NN,O,
0,to,PART,"infinitival ""to""",TO,O,
0,receive,VERB,"verb, base form",VB,O,
0,additional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,protection,NOUN,"noun, singular or mass",NN,O,
0,from,ADP,"conjunction, subordinating or preposition",IN,O,
0,polio,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,B,ORG
0,Pacific,PROPN,"noun, proper singular",NNP,I,ORG
0,Philippines,PROPN,"noun, proper singular",NNP,I,ORG
0, ,SPACE,whitespace,_SP,O,
0,#,SYM,"symbol, currency",$,O,
0,VaccinesWork,PROPN,"noun, proper singular",NNP,O,
0,:,PUNCT,"punctuation mark, colon or ellipsis",:,O,
0,"488,000",NUM,cardinal number,CD,B,CARDINAL
0,vulnerable,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,children,NOUN,"noun, plural",NNS,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,Basilan,PROPN,"noun, proper singular",NNP,B,PERSON
0,",",PUNCT,"punctuation mark, comma",",",O,
0,Sulu,PROPN,"noun, proper singular",NNP,B,PERSON
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,Tawi,PROPN,"noun, proper singular",NNP,O,
0,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
0,tawi,NOUN,"noun, singular or mass",NN,O,
0,to,PART,"infinitival ""to""",TO,O,
0,receive,VERB,"verb, base form",VB,O,
0,additional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,protection,NOUN,"noun, singular or mass",NN,O,
0,from,ADP,"conjunction, subordinating or preposition",IN,O,
0,polio,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,8,NUM,cardinal number,CD,O,
0,January,PROPN,"noun, proper singular",NNP,B,DATE
0,2020,NUM,cardinal number,CD,I,DATE
0,  ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Joint,PROPN,"noun, proper singular",NNP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,Release,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,    ,SPACE,whitespace,_SP,O,
0,Cotobato,PROPN,"noun, proper singular",NNP,B,GPE
0,City,PROPN,"noun, proper singular",NNP,I,GPE
0, ,SPACE,whitespace,_SP,O,
0,The,DET,determiner,DT,B,ORG
0,World,PROPN,"noun, proper singular",NNP,I,ORG
0,Health,PROPN,"noun, proper singular",NNP,I,ORG
0,Organization,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,),PUNCT,right round bracket,-RRB-,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,United,PROPN,"noun, proper singular",NNP,B,ORG
0,Nations,PROPN,"noun, proper singular",NNP,I,ORG
0,Children,PROPN,"noun, proper singular",NNP,I,ORG
0,’s,PART,possessive ending,POS,I,ORG
0,Fund,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,UNICEF,PROPN,"noun, proper singular",NNP,O,
0,),PUNCT,right round bracket,-RRB-,O,
0,continue,VERB,"verb, non-3rd person singular present",VBP,O,
0,their,PRON,"pronoun, possessive",PRP$,O,
0,support,NOUN,"noun, singular or mass",NN,O,
0,to,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,B,ORG
0,Department,PROPN,"noun, proper singular",NNP,I,ORG
0,of,ADP,"conjunction, subordinating or preposition",IN,I,ORG
0,Health,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,DOH,PROPN,"noun, proper singular",NNP,B,ORG
0,),PUNCT,right round bracket,-RRB-,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,remote,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,islands,NOUN,"noun, plural",NNS,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,Basilan,PROPN,"noun, proper singular",NNP,B,ORG
0,",",PUNCT,"punctuation mark, comma",",",I,ORG
0,Sulu,PROPN,"noun, proper singular",NNP,I,ORG
0,and,CCONJ,"conjunction, coordinating",CC,I,ORG
0,Tawi,PROPN,"noun, proper singular",NNP,I,ORG
0,-,PUNCT,"punctuation mark, hyphen",HYPH,I,ORG
0,tawi,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,BaSulTa,PROPN,"noun, proper singular",NNP,O,
0,),PUNCT,right round bracket,-RRB-,O,
0,to,PART,"infinitival ""to""",TO,O,
0,reach,VERB,"verb, base form",VB,O,
0,"488,000",NUM,cardinal number,CD,B,CARDINAL
0,targeted,VERB,"verb, past participle",VBN,O,
0,children,NOUN,"noun, plural",NNS,O,
0,under,ADP,"conjunction, subordinating or preposition",IN,B,DATE
0,10,NUM,cardinal number,CD,I,DATE
0,years,NOUN,"noun, plural",NNS,I,DATE
0,old,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,I,DATE
0,with,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,polio,NOUN,"noun, singular or mass",NN,O,
0,vaccine,NOUN,"noun, singular or mass",NN,O,
0,.,PUNCT,"punctuation mark, sentence closer",.,O,
1,"
",SPACE,whitespace,_SP,O,
1,Children,NOUN,"noun, plural",NNS,O,
