Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/27/22,NUM,cardinal number,CD,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,9:51,NUM,cardinal number,CD,B,TIME
0,PM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,European,PROPN,"noun, proper singular",NNP,O,
0,Union,PROPN,"noun, proper singular",NNP,O,
0,provides,VERB,"verb, 3rd person singular present",VBZ,O,
0,€,SYM,"symbol, currency",$,B,MONEY
0,2.3,NUM,cardinal number,CD,I,MONEY
0,million,NUM,cardinal number,CD,I,MONEY
0,to,PART,"infinitival ""to""",TO,O,
0,protect,VERB,"verb, base form",VB,O,
0,Filipinos,PROPN,"noun, proper plural",NNPS,B,NORP
0,from,ADP,"conjunction, subordinating or preposition",IN,O,
0,COVID-19,X,foreign word,FW,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0,Philippines,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,©,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,European,PROPN,"noun, proper singular",NNP,O,
0,Union,PROPN,"noun, proper singular",NNP,O,
0,provides,VERB,"verb, 3rd person singular present",VBZ,O,
0,€,SYM,"symbol, currency",$,B,MONEY
0,2.3,NUM,cardinal number,CD,I,MONEY
0,million,NUM,cardinal number,CD,I,MONEY
0,to,PART,"infinitival ""to""",TO,O,
0,protect,VERB,"verb, base form",VB,O,
0,Filipinos,PROPN,"noun, proper plural",NNPS,B,NORP
0,from,ADP,"conjunction, subordinating or preposition",IN,O,
0,COVID-19,X,foreign word,FW,O,
0, ,SPACE,whitespace,_SP,O,
0,15,NUM,cardinal number,CD,O,
0,March,PROPN,"noun, proper singular",NNP,B,DATE
0,2021,NUM,cardinal number,CD,I,DATE
0, ,SPACE,whitespace,_SP,O,
0,Joint,PROPN,"noun, proper singular",NNP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,Release,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Secretary,PROPN,"noun, proper singular",NNP,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,Health,PROPN,"noun, proper singular",NNP,B,ORG
0,Dr,PROPN,"noun, proper singular",NNP,I,ORG
0,Francisco,PROPN,"noun, proper singular",NNP,I,ORG
0,Duque,PROPN,"noun, proper singular",NNP,I,ORG
0,III,PROPN,"noun, proper singular",NNP,I,ORG
0,today,NOUN,"noun, singular or mass",NN,B,DATE
0,joined,VERB,"verb, past tense",VBD,O,
0,with,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,B,ORG
0,European,PROPN,"noun, proper singular",NNP,I,ORG
0,Union,PROPN,"noun, proper singular",NNP,I,ORG
0,’s,PART,possessive ending,POS,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,EU,PROPN,"noun, proper singular",NNP,B,ORG
0,),PUNCT,right round bracket,-RRB-,O,
0,Ambassador,PROPN,"noun, proper singular",NNP,O,
0,to,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Philippines,PROPN,"noun, proper plural",NNPS,B,GPE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,H.E.,PROPN,"noun, proper singular",NNP,B,ORG
0,"
",SPACE,whitespace,_SP,I,ORG
0,Luc,PROPN,"noun, proper singular",NNP,I,ORG
0,Véron,PROPN,"noun, proper singular",NNP,I,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,Representative,VERB,"verb, non-3rd person singular present",VBP,O,
0,Dr,PROPN,"noun, proper singular",NNP,O,
0,Rabindra,PROPN,"noun, proper singular",NNP,B,PERSON
0,Abeyasinghe,PROPN,"noun, proper singular",NNP,I,PERSON
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,launching,VERB,"verb, gerund or present participle",VBG,O,
0,an,DET,determiner,DT,O,
0,EU,PROPN,"noun, proper singular",NNP,B,ORG
0,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
0,funded,VERB,"verb, past participle",VBN,O,
0,project,NOUN,"noun, singular or mass",NN,O,
0,to,PART,"infinitival ""to""",TO,O,
0,control,VERB,"verb, base form",VB,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,supress,VERB,"verb, base form",VB,O,
0,COVID-19,NOUN,"noun, singular or mass",NN,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Philippines,PROPN,"noun, proper plural",NNPS,B,GPE
0,.,PUNCT,"punctuation mark, sentence closer",.,O,
1,"
",SPACE,whitespace,_SP,O,
1,Part,NOUN,"noun, singular or mass",NN,O,
1,of,ADP,"conjunction, subordinating or preposition",IN,O,
1,the,DET,determiner,DT,O,
1,assistance,NOUN,"noun, singular or mass",NN,O,
1,will,AUX,"verb, modal auxiliary",MD,O,
1,be,AUX,"verb, base form",VB,O,
1,spent,VERB,"verb, past participle",VBN,O,
1,on,ADP,"conjunction, subordinating or preposition",IN,O,
1,WHO,PROPN,"noun, proper singular",NNP,O,
1,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
1,backed,VERB,"verb, past participle",VBN,O,
1,activities,NOUN,"noun, plural",NNS,O,
1,to,PART,"infinitival ""to""",TO,O,
1,help,VERB,"verb, base form",VB,O,
1,prepare,VERB,"verb, base form",VB,O,
1,for,ADP,"conjunction, subordinating or preposition",IN,O,
1,the,DET,determiner,DT,O,
1,roll,NOUN,"noun, singular or mass",NN,O,
1,-,PUNCT,"punctuation mark, hyphen",HYPH,O,
1,out,NOUN,"noun, singular or mass",NN,O,
1,of,ADP,"conjunction, subordinating or preposition",IN,O,
1,COVID-19,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
1,vaccines,NOUN,"noun, plural",NNS,O,
1,.,PUNCT,"punctuation mark, sentence closer",.,O,
2,"
",SPACE,whitespace,_SP,O,
3,The,DET,determiner,DT,O,
3,majority,NOUN,"noun, singular or mass",NN,O,
3,of,ADP,"conjunction, subordinating or preposition",IN,O,
3,the,DET,determiner,DT,O,
3,funding,NOUN,"noun, singular or mass",NN,O,
3,will,AUX,"verb, modal auxiliary",MD,O,
3,be,AUX,"verb, base form",VB,O,
3,invested,VERB,"verb, past participle",VBN,O,
3,by,ADP,"conjunction, subordinating or preposition",IN,O,
3,WHO,PRON,"wh-pronoun, personal",WP,O,
3,to,PART,"infinitival ""to""",TO,O,
