Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:52,NUM,cardinal number,CD,B,TIME
0,AM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,UN,PROPN,"noun, proper singular",NNP,B,ORG
0,agencies,NOUN,"noun, plural",NNS,O,
0,support,VERB,"verb, non-3rd person singular present",VBP,O,
0,three,NUM,cardinal number,CD,B,DATE
0,-,PUNCT,"punctuation mark, hyphen",HYPH,I,DATE
0,day,NOUN,"noun, singular or mass",NN,I,DATE
0,vaccination,NOUN,"noun, singular or mass",NN,O,
0,drive,NOUN,"noun, singular or mass",NN,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,remind,VERB,"verb, non-3rd person singular present",VBP,O,
0,LGUs,PROPN,"noun, proper singular",NNP,O,
0,to,PART,"infinitival ""to""",TO,O,
0,prioritize,VERB,"verb, base form",VB,O,
0,the,DET,determiner,DT,O,
0,most,ADV,"adverb, superlative",RBS,O,
0,vulnerable,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0,Philippines,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,©,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,UN,PROPN,"noun, proper singular",NNP,B,ORG
0,agencies,NOUN,"noun, plural",NNS,O,
0,support,VERB,"verb, non-3rd person singular present",VBP,O,
0,three,NUM,cardinal number,CD,B,DATE
0,-,PUNCT,"punctuation mark, hyphen",HYPH,I,DATE
0,day,NOUN,"noun, singular or mass",NN,I,DATE
0,vaccination,NOUN,"noun, singular or mass",NN,O,
0,drive,NOUN,"noun, singular or mass",NN,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,remind,VERB,"verb, non-3rd person singular present",VBP,O,
0,LGUs,PROPN,"noun, proper singular",NNP,O,
0,to,PART,"infinitival ""to""",TO,O,
0,prioritize,VERB,"verb, base form",VB,O,
0,the,DET,determiner,DT,O,
0,most,ADV,"adverb, superlative",RBS,O,
0,vulnerable,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0, ,SPACE,whitespace,_SP,O,
0,29,NUM,cardinal number,CD,O,
0,November,PROPN,"noun, proper singular",NNP,O,
0,2021,NUM,cardinal number,CD,O,
0,  ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Joint,PROPN,"noun, proper singular",NNP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,Release,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,   ,SPACE,whitespace,_SP,O,
0,Manila,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,The,DET,determiner,DT,B,ORG
0,United,PROPN,"noun, proper singular",NNP,I,ORG
0,Nations,PROPN,"noun, proper singular",NNP,I,ORG
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Philippines,PROPN,"noun, proper plural",NNPS,B,GPE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,including,VERB,"verb, gerund or present participle",VBG,O,
0,UNDP,PROPN,"noun, proper singular",NNP,B,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,UNFPA,PROPN,"noun, proper singular",NNP,B,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,UNHCR,PROPN,"noun, proper singular",NNP,B,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,UNICEF,PROPN,"noun, proper singular",NNP,B,ORG
0,",",PUNCT,"punctuation mark, comma",",",O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
