Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/27/22,NUM,cardinal number,CD,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,9:28,NUM,cardinal number,CD,B,TIME
0,PM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,PH,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,Solidarity,PROPN,"noun, proper singular",NNP,B,ORG
0,trial,NOUN,"noun, singular or mass",NN,O,
0,for,ADP,"conjunction, subordinating or preposition",IN,O,
0,COVID-19,PROPN,"noun, proper singular",NNP,O,
0,treatments,NOUN,"noun, plural",NNS,O,
0,receives,VERB,"verb, 3rd person singular present",VBZ,O,
0,green,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,light,NOUN,"noun, singular or mass",NN,O,
0,from,ADP,"conjunction, subordinating or preposition",IN,O,
0,ethics,NOUN,"noun, plural",NNS,O,
0,review,NOUN,"noun, singular or mass",NN,O,
0,body,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0,Philippines,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,PH,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,Solidarity,PROPN,"noun, proper singular",NNP,B,ORG
0,trial,NOUN,"noun, singular or mass",NN,O,
0,for,ADP,"conjunction, subordinating or preposition",IN,O,
0,COVID-,PROPN,"noun, proper singular",NNP,O,
0,19,NUM,cardinal number,CD,B,CARDINAL
0,treatments,NOUN,"noun, plural",NNS,O,
0,receives,VERB,"verb, 3rd person singular present",VBZ,O,
0,green,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,light,NOUN,"noun, singular or mass",NN,O,
0,from,ADP,"conjunction, subordinating or preposition",IN,O,
0,ethics,NOUN,"noun, plural",NNS,O,
0,review,NOUN,"noun, singular or mass",NN,O,
0,body,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,22,NUM,cardinal number,CD,O,
0,April,PROPN,"noun, proper singular",NNP,B,DATE
0,2020,NUM,cardinal number,CD,I,DATE
0, ,SPACE,whitespace,_SP,O,
0,Joint,PROPN,"noun, proper singular",NNP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,Release,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,The,DET,determiner,DT,B,ORG
0,Department,PROPN,"noun, proper singular",NNP,I,ORG
0,of,ADP,"conjunction, subordinating or preposition",IN,I,ORG
0,Health,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,DOH,PROPN,"noun, proper singular",NNP,B,ORG
0,),PUNCT,right round bracket,-RRB-,O,
0,today,NOUN,"noun, singular or mass",NN,B,DATE
0,announced,VERB,"verb, past tense",VBD,O,
0,that,SCONJ,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,participation,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,Philippines,PROPN,"noun, proper singular",NNP,B,GPE
0,to,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,WHO,PRON,"wh-pronoun, personal",WP,O,
0,Solidarity,PROPN,"noun, proper singular",NNP,B,ORG
0,trial,NOUN,"noun, singular or mass",NN,O,
0,has,AUX,"verb, 3rd person singular present",VBZ,O,
0,been,AUX,"verb, past participle",VBN,O,
0,approved,VERB,"verb, past participle",VBN,O,
0,by,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,B,ORG
0,Single,PROPN,"noun, proper singular",NNP,I,ORG
0,Joint,PROPN,"noun, proper singular",NNP,I,ORG
0,Research,PROPN,"noun, proper singular",NNP,I,ORG
0,Ethics,PROPN,"noun, proper singular",NNP,I,ORG
0,Board,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
0,SJREB,PROPN,"noun, proper singular",NNP,O,
0,),PUNCT,right round bracket,-RRB-,O,
0,last,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,B,DATE
0,April,PROPN,"noun, proper singular",NNP,I,DATE
0,17,NUM,cardinal number,CD,I,DATE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,support,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,the,DET,determiner,DT,O,
0,COVID-19,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,global,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,response,NOUN,"noun, singular or mass",NN,O,
0,.,PUNCT,"punctuation mark, sentence closer",.,O,
1,"
",SPACE,whitespace,_SP,O,
1,This,PRON,determiner,DT,O,
1,is,AUX,"verb, 3rd person singular present",VBZ,O,
1,in,ADP,"conjunction, subordinating or preposition",IN,O,
1,response,NOUN,"noun, singular or mass",NN,O,
1,to,ADP,"conjunction, subordinating or preposition",IN,O,
1,the,DET,determiner,DT,B,ORG
1,World,PROPN,"noun, proper singular",NNP,I,ORG
1,Health,PROPN,"noun, proper singular",NNP,I,ORG
1,Organization,PROPN,"noun, proper singular",NNP,I,ORG
1,’s,PART,possessive ending,POS,I,ORG
1,(,PUNCT,left round bracket,-LRB-,O,
1,WHO,PRON,"wh-pronoun, personal",WP,O,
1,),PUNCT,right round bracket,-RRB-,O,
1,launch,NOUN,"noun, singular or mass",NN,O,
1,of,ADP,"conjunction, subordinating or preposition",IN,O,
1,an,DET,determiner,DT,O,
1,international,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
1,randomized,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
1,and,CCONJ,"conjunction, coordinating",CC,O,
1,adaptive,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
1,clinical,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
1,trial,NOUN,"noun, singular or mass",NN,O,
1,“,PUNCT,opening quotation mark,``,O,
1,Solidarity,PROPN,"noun, proper singular",NNP,B,ORG
1,”,PUNCT,closing quotation mark,'',O,
1,to,PART,"infinitival ""to""",TO,O,
1,test,VERB,"verb, base form",VB,O,
1,the,DET,determiner,DT,O,
1,safety,NOUN,"noun, singular or mass",NN,O,
1,and,CCONJ,"conjunction, coordinating",CC,O,
1,effectiveness,NOUN,"noun, singular or mass",NN,O,
