Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,B,CARDINAL
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:51,NUM,cardinal number,CD,B,TIME
0,AM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,Regional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,health,NOUN,"noun, singular or mass",NN,O,
0,leaders,NOUN,"noun, plural",NNS,O,
0,agree,VERB,"verb, non-3rd person singular present",VBP,O,
0,on,ADP,"conjunction, subordinating or preposition",IN,O,
0,actions,NOUN,"noun, plural",NNS,O,
0,to,PART,"infinitival ""to""",TO,O,
0,promote,VERB,"verb, base form",VB,O,
0,health,NOUN,"noun, singular or mass",NN,O,
0,through,ADP,"conjunction, subordinating or preposition",IN,O,
0,schools,NOUN,"noun, plural",NNS,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,harness,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,traditional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,complementary,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,medicine,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,©,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,Regional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,health,NOUN,"noun, singular or mass",NN,O,
0,leaders,NOUN,"noun, plural",NNS,O,
0,agree,VERB,"verb, non-3rd person singular present",VBP,O,
0,on,ADP,"conjunction, subordinating or preposition",IN,O,
0,actions,NOUN,"noun, plural",NNS,O,
0,to,PART,"infinitival ""to""",TO,O,
0,promote,VERB,"verb, base form",VB,O,
0,health,NOUN,"noun, singular or mass",NN,O,
0,through,ADP,"conjunction, subordinating or preposition",IN,O,
0,schools,NOUN,"noun, plural",NNS,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,harness,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,traditional,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,complementary,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,medicine,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,28,NUM,cardinal number,CD,O,
0,October,PROPN,"noun, proper singular",NNP,B,DATE
0,2021,NUM,cardinal number,CD,I,DATE
0, ,SPACE,whitespace,_SP,O,
0,News,PROPN,"noun, proper singular",NNP,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0,HIMEJI,PROPN,"noun, proper singular",NNP,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,Japan,PROPN,"noun, proper singular",NNP,B,GPE
0,l,PROPN,"noun, proper singular",NNP,O,
0,28,NUM,cardinal number,CD,O,
0,October,PROPN,"noun, proper singular",NNP,O,
0,2021,NUM,cardinal number,CD,O,
0,–,PUNCT,"punctuation mark, colon or ellipsis",:,O,
0,The,DET,determiner,DT,B,ORG
0,World,PROPN,"noun, proper singular",NNP,I,ORG
0,Health,PROPN,"noun, proper singular",NNP,I,ORG
0,Organization,PROPN,"noun, proper singular",NNP,I,ORG
0,(,PUNCT,left round bracket,-LRB-,O,
