Sentence_Index,Token,Pos,Explained_Tag,Tag,iob_Tag,Entity_Type
0,3/18/22,NUM,cardinal number,CD,O,
0,",",PUNCT,"punctuation mark, comma",",",O,
0,12:52,NUM,cardinal number,CD,B,TIME
0,AM,NOUN,"noun, singular or mass",NN,I,TIME
0, ,SPACE,whitespace,_SP,O,
0,Asia,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0,health,NOUN,"noun, singular or mass",NN,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,finance,NOUN,"noun, singular or mass",NN,O,
0,ministers,NOUN,"noun, plural",NNS,O,
0,stress,VERB,"verb, non-3rd person singular present",VBP,O,
0,importance,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,universal,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,health,NOUN,"noun, singular or mass",NN,O,
0,coverage,NOUN,"noun, singular or mass",NN,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,COVID-19,PROPN,"noun, proper singular",NNP,O,
0,era,NOUN,"noun, singular or mass",NN,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,beyond,ADP,"conjunction, subordinating or preposition",IN,O,
0, ,SPACE,whitespace,_SP,O,
0,Western,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0, ,SPACE,whitespace,_SP,O,
0,Asia,PROPN,"noun, proper singular",NNP,O,
0,Pacific,PROPN,"noun, proper singular",NNP,O,
0,health,NOUN,"noun, singular or mass",NN,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,finance,NOUN,"noun, singular or mass",NN,O,
0,ministers,NOUN,"noun, plural",NNS,O,
0,stress,VERB,"verb, non-3rd person singular present",VBP,O,
0,importance,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,universal,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,health,NOUN,"noun, singular or mass",NN,O,
0,coverage,NOUN,"noun, singular or mass",NN,O,
0,in,ADP,"conjunction, subordinating or preposition",IN,O,
0,COVID-19,PROPN,"noun, proper singular",NNP,O,
0,era,NOUN,"noun, singular or mass",NN,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,beyond,ADP,"conjunction, subordinating or preposition",IN,O,
0, ,SPACE,whitespace,_SP,O,
0,17,NUM,cardinal number,CD,O,
0,September,PROPN,"noun, proper singular",NNP,O,
0,2020,NUM,cardinal number,CD,O,
0,  ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,Media,PROPN,"noun, proper singular",NNP,O,
0,release,NOUN,"noun, singular or mass",NN,O,
0, ,SPACE,whitespace,_SP,O,
0,|,NOUN,"noun, singular or mass",NN,O,
0,    ,SPACE,whitespace,_SP,O,
0,MANILA,PROPN,"noun, proper singular",NNP,B,GPE
0,",",PUNCT,"punctuation mark, comma",",",O,
0,PHILIPPINES,PROPN,"noun, proper singular",NNP,B,GPE
0, ,SPACE,whitespace,_SP,O,
0,Health,PROPN,"noun, proper singular",NNP,O,
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,finance,NOUN,"noun, singular or mass",NN,O,
0,ministers,NOUN,"noun, plural",NNS,O,
0,from,ADP,"conjunction, subordinating or preposition",IN,O,
0,across,ADP,"conjunction, subordinating or preposition",IN,O,
0,Asia,PROPN,"noun, proper singular",NNP,B,LOC
0,and,CCONJ,"conjunction, coordinating",CC,O,
0,the,DET,determiner,DT,O,
0,Pacific,PROPN,"noun, proper singular",NNP,B,LOC
0,stressed,VERB,"verb, past tense",VBD,O,
0,the,DET,determiner,DT,O,
0,importance,NOUN,"noun, singular or mass",NN,O,
0,of,ADP,"conjunction, subordinating or preposition",IN,O,
0,universal,ADJ,"adjective (English), other noun-modifier (Chinese)",JJ,O,
0,health,NOUN,"noun, singular or mass",NN,O,
