Word,Label
12:52 AM,TIME
Contact Tracing  Western Pacific Philippines,ORG
Philippines,GPE
November 2021,DATE
Itogon,GPE
Benguet,ORG
Gladys Gapongli,PERSON
Itogon,GPE
Benguet,ORG
Philippines,GPE
one,CARDINAL
400,CARDINAL
the Home as Active Advocate and Network,ORG
HAAN COVID,WORK_OF_ART
Families Choice for Health and Development,ORG
Civil Society Organization,ORG
CSO,ORG
Philippines,GPE
Ilocano,ORG
Benguet,ORG
Benguet,ORG
October 2020,DATE
Philippines,GPE
healthcare,ORG
1/3,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
early 2021,DATE
Families Choice,ORG
Philippines,GPE
Home Health Trackers,WORK_OF_ART
daily,DATE
Trackers,ORG
FC,PERSON
IEC,ORG
Trackers,ORG
FC,ORG
Philippines,GPE
Gumatdang,ORG
Itogon,GPE
Benguet,ORG
"2,163",CARDINAL
2015,DATE
2/3,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
the Home as Active Advocate and Network to COVID Prevention and Control (HAAN COVID,ORG
Gumatdang village,GPE
Itogon municipality,GPE
Benguet province,GPE
Philippines,GPE
24 June 2021,DATE
Aida Gonzales,PERSON
Families Choice for Health and Development,ORG
Response,ORG
