Word,Label
9:28 PM,TIME
April 2020,DATE
the World Health Organization,ORG
World Health Day,EVENT
2019,DATE
WHO,ORG
State,ORG
2020,DATE
4.6 million,CARDINAL
2030,DATE
Philippines,GPE
"249,843",CARDINAL
2030,DATE
Philippine,NORP
Takeshi Kasai,PERSON
the Western Pacific,ORG
COVID-19,PERSON
the Western Pacific Region,LOC
2020,DATE
Philippines,GPE
1/2,CARDINAL
3/27/22,PRODUCT
9:28 PM,TIME
The Philippine Government,WORK_OF_ART
Drs,PERSON
Tauhidul Islam,PERSON
Socorro Escalante,PERSON
WHO Representatives,ORG
Philippines,GPE
Philippines,GPE
this year,DATE
World Health Day,EVENT
2020,DATE
the International Council of Nurses,ORG
193,CARDINAL
Philippines,GPE
the World Health Assembly,ORG
May 2019,DATE
2020,DATE
Midwife,GPE
200 years,DATE
Florence Nightingale,PERSON
2021,DATE
2/2,CARDINAL
