Word,Label
9:28 PM,TIME
Solidarity,ORG
Solidarity,ORG
19,CARDINAL
April 2020,DATE
The Department of Health,ORG
DOH,ORG
today,DATE
Philippines,GPE
Solidarity,ORG
the Single Joint Research Ethics Board,ORG
last April 17,DATE
the World Health Organization’s,ORG
Solidarity,ORG
four,CARDINAL
Remdesivir,PRODUCT
Chloroquine,PERSON
Hydroxychloroquine,PERSON
Ritonavir,PERSON
Lopinavir,PERSON
Ritonavir,PERSON
Interferon,ORG
"last March 13, 2020",DATE
More than 100,CARDINAL
Solidarity,ORG
"more than 1,200",CARDINAL
first,ORDINAL
five,CARDINAL
four,CARDINAL
Philippine,NORP
Solidarity,ORG
Marissa Alejandria,PERSON
the University of the Philippines College of Medicine,ORG
the Philippine Society for Microbiology and Infectious Diseases,ORG
DOH,ORG
WHO,ORG
Maria Rosario Vergeire,PERSON
Department,ORG
DOH,ORG
at least 20,CARDINAL
3,CARDINAL
SJREB,ORG
3,CARDINAL
Philippine Health Research Ethics Board,ORG
at least three,CARDINAL
3,CARDINAL
Philippines,GPE
3,CARDINAL
SJREB,ORG
seven,CARDINAL
1/2,CARDINAL
3/27/22,PRODUCT
9:28 PM,TIME
Solidarity,ORG
USec,ORG
over 90,CARDINAL
Philippines,GPE
COVID-19,ORG
Solidarity,ORG
Socorro Escalante,PERSON
DOH,ORG
Solidarity,ORG
