Word,Label
12:52 AM,TIME
UN,ORG
UN,ORG
the Australian Government,ORG
WHO,ORG
UNICEF,ORG
UNFPA,ORG
two-year,DATE
November 2021,DATE
November 2021,DATE
Manila,GPE
Philippines,GPE
two-year,DATE
Project BRAVE,FAC
today,DATE
the World Health Organization,ORG
United Nations Children’s Fund,ORG
United Nations Population Fund,ORG
the Australian Government,ORG
Project BRAVE,ORG
GBV,ORG
19,CARDINAL
1/3,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
UN,ORG
COVID-19  Australia,PERSON
Philippines,GPE
3.2 million,CARDINAL
PHP,ORG
120.5 million,CARDINAL
UN,ORG
the Department of Health,ORG
the Project BRAVE,ORG
Filipino,NORP
Department of Health,ORG
Francisco T. Duque III,PERSON
the Special Initiatives for Mental Health,ORG
SIMH,ORG
the Philippine Mental Health Investment Case Report,ORG
NCR,ORG
Central Luzon,LOC
CAR,ORG
BARMM,ORG
Visayas,NORP
Mindanao,ORG
Rabindra Abeyasinghe,PERSON
Philippines,GPE
GBV,ORG
UNICEF Philippines,ORG
Behzad Noubary,PERSON
Project BRAVE,FAC
GBV,ORG
2/3,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
UN,ORG
COVID-19  ,PERSON
UNFPA Country Representative,ORG
Leila Saiji Joudane,PERSON
GBV,ORG
The Australian Government,WORK_OF_ART
Philippines,GPE
AUD,ORG
159 million,CARDINAL
2020,DATE
Philippines,GPE
the Australian Government’s,ORG
Australian,NORP
Steven J. Robinson AO,PERSON
Filipinos,NORP
Australia,GPE
Philippine,NORP
UN,ORG
Filipinos,NORP
https://bit.ly/ProjectBRAVEph         https://www.who.int/philippines/news/detail/05-11-2021-un-agencies-launch-joint-programme-to-support-vulnerable-women-and-young-people-amid-co,ORG
3/3,CARDINAL
