Word,Label
3/18/22,CARDINAL
12:51 AM,TIME
Japan,GPE
Japan,GPE
October 2021,DATE
Japan,GPE
the World Health Organization,ORG
Western Pacific Region,LOC
this week,DATE
2019,DATE
the WHO Regional Committee,ORG
the Western Pacific,LOC
25–29 October,DATE
50,CARDINAL
Himeji,GPE
more than 220,CARDINAL
Region,ORG
Takeshi Kasai,PERSON
2021,DATE
Regional,NORP
almost three years ago,DATE
States,GPE
COVID-19,PERSON
the past two years,DATE
the Western Pacific,LOC
Kasai,PERSON
1/4,CARDINAL
3/18/22,PRODUCT
12:51 AM,TIME
Japan,GPE
Japan,GPE
Shigeyuki Goto,PERSON
G7,GPE
Japan,GPE
COVID-19 deaths,PERSON
the Tokyo 2020 Olympic,EVENT
3,CARDINAL
Japan,GPE
daily,DATE
the Regional Committee,ORG
the General Programme of Work,ORG
three,CARDINAL
First,ORDINAL
Second,ORDINAL
third,ORDINAL
the first day,DATE
the Western Pacific Region,LOC
Regional,FAC
January 2020,DATE
WHO,ORG
the Western Pacific,LOC
the Asia Pacific Strategy for Emerging Diseases and Public Health Emergencies,LOC
the past 15 years,DATE
the WHO APSED Technical Advisory Group,ORG
July 2020 and July 2021,DATE
over 360,CARDINAL
14,CARDINAL
Later this week,DATE
the Western Pacific,LOC
WHO,ORG
Safest Region,GPE
Welfare of Japan,ORG
Hiroshi Yamamoto,PERSON
year,DATE
Regional Committee,ORG
"Health, Social Welfare",ORG
Gender Affairs of Tuvalu,ORG
Isaisa Taape,PERSON
Chair,ORG
2/4,CARDINAL
3/18/22,PRODUCT
12:51 AM,TIME
Japan,GPE
Notes,PRODUCT
the Regional Committee,ORG
this week,DATE
www.who.int/westernpacific/about/governance/regional- committee/session-72   ,ORG
@WHOWPRO,ORG
Facebook,ORG
Twitter,PERSON
YouTube,ORG
RCM72,MONEY
194,CARDINAL
six,CARDINAL
WHO,ORG
the United Nations,ORG
annually,DATE
WHO,ORG
Last year,DATE
COVID-19,ORG
first,ORDINAL
This year,DATE
the Western Pacific Regional Committee,ORG
first,ORDINAL
Himeji,GPE
Japan,GPE
COVID-19,ORG
the past 21 months,DATE
Regional Committee,ORG
Japan,GPE
Himeji City,GPE
more than 1.9 billion,CARDINAL
37,CARDINAL
Asia,LOC
Australia,GPE
Brunei Darussalam,GPE
Cambodia,GPE
China,GPE
Cook Islands,GPE
Fiji,GPE
France,GPE
French,NORP
Polynesia,PERSON
New Caledonia,GPE
Wallis and Futuna,PERSON
Hong Kong,GPE
China,GPE
Japan,GPE
Kiribati,GPE
Macao,GPE
China,GPE
Malaysia,GPE
the Marshall Islands,GPE
Micronesia,PERSON
Federated States,GPE
Mongolia,GPE
Nauru,GPE
New Zealand,GPE
Niue,GPE
Palau,GPE
Papua New Guinea,GPE
Philippines,GPE
the Republic of Korea,GPE
Samoa,GPE
Singapore,GPE
Solomon Islands,GPE
Tokelau,GPE
Tonga,GPE
Tuvalu,ORG
the United Kingdom of Great Britain,GPE
Northern Ireland,GPE
Pitcairn Islands,GPE
the United States of America,GPE
American Samoa,ORG
Guam,GPE
Vanuatu,ORG
Viet Nam,GPE
3/4,CARDINAL
3/18/22,PRODUCT
12:51 AM,TIME
Japan,GPE
Report of the Regional,WORK_OF_ART
the Western Pacific,ORG
1 July 2020 - 30,DATE
Asia Pacific,LOC
the Western Pacific  People of the Western Pacific,LOC
Gantsengel,GPE
Mongolia,GPE
Japanese,NORP
dans,NORP
COVID-19,PERSON
4/4,CARDINAL
