Word,Label
12:52 AM,TIME
China,GPE
China,GPE
May 2021,DATE
May 2021,DATE
MANILA,GPE
Philippines,GPE
Hong Kong,GPE
China,GPE
the World Health Organization,ORG
Regional Verification Commission,ORG
Measles and Rubella Elimination,ORG
the Western Pacific,LOC
Australia,GPE
Brunei Darussalam,GPE
Macao,GPE
China,GPE
New Zealand,GPE
the Republic of Korea,GPE
Rubella,PERSON
Hong Kong’s,GPE
over 99%,PERCENT
Hong Kong,GPE
the past decade,DATE
Hong Kong’s,GPE
the years,DATE
Prof Sophia Chan,PERSON
"Food and Health, Government of",ORG
Hong Kong,GPE
China,GPE
Hong Kong,GPE
China,GPE
Takeshi Kasai,PERSON
the Western Pacific,ORG
Hong Kong,GPE
China,GPE
the past decade,DATE
millions,CARDINAL
1/2,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
China,GPE
2017,DATE
the WHO Regional Committee,ORG
The Regional Committee,ORG
2019,DATE
millions,CARDINAL
Hong Kong,GPE
China,GPE
Constance Chan,PERSON
"Health, Government of",ORG
Hong Kong,GPE
China,GPE
The Ninth Annual Meeting,WORK_OF_ART
the Regional Verification Commission,ORG
Measles and Rubella Elimination,ORG
the Western Pacific,LOC
17 to 21 May 2021,DATE
16,CARDINAL
Pacific,LOC
one,CARDINAL
Hong Kong,GPE
China,GPE
2016,DATE
36 months,DATE
Mr Wesly Kwok Information Officer,WORK_OF_ART
Information and Public Relations Division Department of Health,ORG
Hong Kong,GPE
China,GPE
WHO Regional Office,ORG
