Word,Label
12:52 AM,TIME
UN,ORG
three-day,DATE
UN,ORG
three-day,DATE
Manila,GPE
The United Nations,ORG
Philippines,GPE
UNDP,ORG
UNFPA,ORG
UNHCR,ORG
UNICEF,ORG
the World Health Organization,ORG
three-day,DATE
National Vaccination Days,EVENT
29 November to 1 December,DATE
up to,CARDINAL
9 million,CARDINAL
Filipinos,NORP
the Philippine Government's,ORG
Filipinos,NORP
Philippines,GPE
A3,ORG
1/2,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
UN,ORG
three-day,DATE
40 million,CARDINAL
COVID-19 vaccine,PERSON
at least 40 million,CARDINAL
the year,DATE
the holiday season,DATE
34 million,CARDINAL
the COVAX Facility,ORG
Philippines,GPE
COVID-19,ORG
COVID-19 transmission,PERSON
the holiday season,DATE
UN,ORG
UNICEF,ORG
the Philippine Government,ORG
Philippines,GPE
2/2,CARDINAL
