Word,Label
9:27 PM,TIME
2030,DATE
2030,DATE
December 2016,DATE
Manila,GPE
Philippines,GPE
"WHO/Y.
Shimizu  On World AIDS Day",ORG
the World Health Organization Regional Office,ORG
2030,DATE
2030,DATE
Shin Young-soo,PERSON
the Western Pacific,ORG
90-90-90,DATE
2020,DATE
90,CARDINAL
90%,PERCENT
90%,PERCENT
90%,PERCENT
2020,DATE
1/3,CARDINAL
3/27/22,PRODUCT
9:27 PM,TIME
2030,DATE
The Human Immunodeficiency Virus,WORK_OF_ART
2 to 15 years,DATE
ART,ORG
three,CARDINAL
ARV,ORG
the Western Pacific Region,LOC
the Western Pacific,LOC
1.4 million,CARDINAL
2015,DATE
96 000,CARDINAL
Forty-four thousand,CARDINAL
2015,DATE
only 47%,PERCENT
Cambodia,GPE
China,GPE
Malaysia,GPE
Papua New Guinea,GPE
Philippines,GPE
Viet Nam,GPE
approximately 94%,PERCENT
2015,DATE
2/3,CARDINAL
3/27/22,PRODUCT
9:27 PM,TIME
2030,DATE
20 minutes,TIME
1,CARDINAL
2,CARDINAL
3,CARDINAL
4,CARDINAL
5,CARDINAL
35,CARDINAL
the Western Pacific Region,LOC
China,GPE
Viet Nam,GPE
Between 2014 and 2016,DATE
over 90%,PERCENT
over 80%,PERCENT
2030,DATE
Dr Shin,PERSON
3/3,CARDINAL
