Word,Label
3/18/22,CARDINAL
12:53 AM,TIME
seventieth,ORDINAL
the WHO Regional Committee,ORG
today,DATE
the Western Pacific Region,LOC
Pacific,LOC
Asian,NORP
about 3.5 million,CARDINAL
WHO,ORG
the coming five years,DATE
Future,ORG
This year,DATE
the Western Pacific Region,LOC
Seoul,GPE
Republic of Korea,GPE
Cambodia,GPE
Kiribati,GPE
Solomon Islands,GPE
Vanuatu,ORG
Pacific island,LOC
the Pacific Islands Action Plan on Climate Change and Health,ORG
1/3,CARDINAL
3/18/22,CARDINAL
12:53 AM,TIME
the Green Climate Fund,ORG
the Regional Committee,ORG
Japan,GPE
5,CARDINAL
October 2020,DATE
Notes,PRODUCT
the Regional Committee,ORG
@WHOWPRO,ORG
Twitter,PRODUCT
YouTube,ORG
194,CARDINAL
six,CARDINAL
WHO,ORG
the United Nations,ORG
Member States,GPE
annually,DATE
37,CARDINAL
Australia,GPE
Brunei Darussalam,GPE
Cambodia,GPE
China,GPE
Cook Islands,GPE
Fiji,GPE
France,GPE
French,NORP
Polynesia,PERSON
New Caledonia,GPE
Wallis and Futuna,PERSON
Hong Kong,GPE
China,GPE
Japan,GPE
Kiribati,GPE
Macao,GPE
China,GPE
Malaysia,GPE
the Marshall Islands,GPE
Micronesia,PERSON
Federated States,GPE
Mongolia,GPE
Nauru,GPE
New Zealand,GPE
Niue,GPE
Palau,GPE
Papua New Guinea,GPE
Philippines,GPE
the Republic of Korea,GPE
Samoa,GPE
Singapore,GPE
Solomon Islands,GPE
Tokelau,GPE
Tonga,GPE
2/3,CARDINAL
3/18/22,CARDINAL
12:53 AM,TIME
the United Kingdom of Great Britain,GPE
Northern Ireland,GPE
Pitcairn Islands,GPE
the United States of America,GPE
American Samoa,ORG
Guam,GPE
Vanuatu,ORG
Viet Nam,GPE
https://www.who.int/westernpacific/news/item/11-10-2019-region’s-leaders-discuss-need-to-protect-health-in-relation-to-climate-change-and-the-enviro,PERSON
3/3,CARDINAL
