Word,Label
12:52 AM,TIME
the Western Pacific  Western Pacific  Region’s,LOC
the Western Pacific,LOC
October 2020,DATE
Asia,LOC
Pacific,LOC
this week,DATE
the World Health Organization,ORG
the Western Pacific,LOC
the WHO Regional Committee,ORG
the Western Pacific,LOC
6,CARDINAL
October 2020,DATE
the opening day,DATE
Takeshi Kasai,PERSON
the Western Pacific,ORG
Last year,DATE
Manila,GPE
COVID-19,PERSON
100 years,DATE
1/3,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
the Western Pacific,LOC
the past 9 months,DATE
Region,ORG
the Western Pacific,LOC
the Western Pacific Region,LOC
Later this week,DATE
Limited,ORG
five,CARDINAL
last year,DATE
Regional Committee,ORG
Francisco T. Duque III,PERSON
Health of the Philippines,ORG
year,DATE
Ifereimi Waqainabete,PERSON
Health and Medical Services of Fiji,ORG
Chair,ORG
the Regional Committee,ORG
this week,DATE
2/3,CARDINAL
3/18/22,PRODUCT
12:52 AM,TIME
the Western Pacific,LOC
@WHOWPRO,ORG
Facebook,ORG
Twitter,PERSON
YouTube,ORG
194,CARDINAL
six,CARDINAL
WHO,ORG
the United Nations,ORG
annually,DATE
This year,DATE
first,ORDINAL
37,CARDINAL
Australia,GPE
Brunei Darussalam,GPE
Cambodia,GPE
China,GPE
Cook Islands,GPE
Fiji,GPE
France,GPE
French,NORP
Polynesia,PERSON
New Caledonia,GPE
Wallis and Futuna,PERSON
Hong Kong,GPE
China,GPE
Japan,GPE
Kiribati,GPE
Macao,GPE
China,GPE
Malaysia,GPE
the Marshall Islands,GPE
Micronesia,PERSON
Federated States,GPE
Mongolia,GPE
Nauru,GPE
New Zealand,GPE
Niue,GPE
Palau,GPE
Papua New Guinea,GPE
Philippines,GPE
the Republic of Korea,GPE
Samoa,GPE
Singapore,GPE
Solomon Islands,GPE
Tokelau,GPE
Tonga,GPE
Tuvalu,ORG
the United Kingdom of Great Britain,GPE
Northern Ireland,GPE
Pitcairn Islands,GPE
the United States of America,GPE
American Samoa,ORG
Guam,GPE
Vanuatu,ORG
Viet Nam,GPE
the Western Pacific Region,LOC
the WHO Regional Committee,ORG
the Western Pacific,ORG
1 July 2019–30,DATE
June 2020,DATE
WHO,ORG
the Western Pacific,LOC
https://www.who.int/westernpacific/news/item/06-10-2020-region-s-leaders-gather-virtually-to-tackle-covid-19-and-other-health-issues-chart-who-s-wor,GPE
3/3,CARDINAL
